2000 Census Block,2000 Census Tract,Civil Court District,Congressional District,Fire Battalion,Fire Company Number,Fire Division,Health Area,Health Center District,Instructional Region,Sanitation Collection Scheduling Section and Subsection,State Senatorial District,Vacant Lot Flag,Assembly District,Election District,X Coordinate,Y Coordinate,Pseudo Address Flag,BBL,City Council District,School District (Confirmed),Building Classification Code,Complaint Type,Descriptor 1,Incident Address,Incident City,Borough,Incident Zip Code,Created Date,Police Precinct,Borough Command
1007,414,1,17,15,39,7,510,24,,5C,36,,81,23,1025155,268032,,,11,BRONX District 11,Un,Noise - Residential,Loud Music/Party, EAST 240 STREET,BRONX,BRONX,10470,10/12/10 0:00,Precinct 47,Bronx
1007,502.02,6,11,48,240,11,5310,39,,,20,,44,96,991830,177052,,,39,BROOKLYN District 15,Un,Noise - Vehicle,Car/Truck Horn,,BROOKLYN,BROOKLYN,11218,10/12/10 0:00,Unspecified,Unspecified
1007,92,1,7,3,64,6,3100,26,,,32,,76,31,1024471,243119,,,18,BRONX District 8,Un,Noise - House of Worship,Banging/Pounding,,BRONX,BRONX,10462,10/12/10 0:00,Precinct 43,Bronx
1008,265,2,7,46,292,14,1021,42,,1C,13,N,39,44,1013558,211282,N,4013030007,25,QUEENS District 24,M9,Noise - House of Worship,Loud Music/Party,71-20 ROOSEVELT AVENUE,JACKSON HEIGHTS,QUEENS,11372,10/12/10 0:00,Precinct 110,Queens North
1008,371,2,7,49,316,14,610,42,,1C,13,N,35,8,1021755,217186,N,4016700059,21,QUEENS District 30,Un,Noise - Residential,Loud Music/Party,29-07 ERICSSON STREET,EAST ELMHURST,QUEENS,11369,10/12/10 0:00,Precinct 115,Queens North
1009,23,1,10,32,118,11,1000,36,,1B,18,N,57,88,989246,193697,N,3000900001,35,BROOKLYN District 13,D3,Noise - Residential,Banging/Pounding,237 NASSAU STREET,BROOKLYN,BROOKLYN,11201,10/12/10 0:00,Precinct 84,Brooklyn North
1009,590,8,9,43,246,8,8721,37,,3D,22,N,45,20,997383,154045,N,3074370019,48,BROOKLYN District 22,C0,Noise - Residential,Loud Music/Party,2530 EAST 17 STREET,BROOKLYN,BROOKLYN,11235,10/12/10 0:00,Precinct 61,Brooklyn South
1010,251,2,7,49,163,14,920,42,,,12,,34,56,1009710,211146,,,26,QUEENS District 30,Un,Noise - Park,Loud Talking,,WOODSIDE,QUEENS,11377,10/12/10 0:00,Precinct 108,Queens North
1010,373,2,5,49,316,14,610,42,,1C,13,N,35,15,1023008,215735,N,4017030118,21,QUEENS District 24,M1,Noise - House of Worship,Banging/Pounding,32-56 110 STREET,EAST ELMHURST,QUEENS,11369,10/12/10 0:00,Precinct 115,Queens North
1010,47,2,8,2,8,1,6800,15,,,25,,66,17,983648,202659,,,1,MANHATTAN District 2,Un,Noise - Vehicle,Car/Truck Horn,,NEW YORK,MANHATTAN,10013,10/12/10 0:00,Precinct 1,Manhattan South
1011,133.02,1,13,22,157,8,300,51,,,23,,61,68,948489,171173,,,49,STATEN ISLAND District 31,Un,Noise - Vehicle,Car/Truck Music,,STATEN ISLAND,STATEN ISLAND,10302,10/12/10 0:00,Precinct 120,Staten Island
1011,179,2,14,49,325,14,800,41,,2E,12,N,37,43,1005042,210744,N,4001910035,26,QUEENS District 30,C1,Noise - Residential,Banging/Pounding,43-28 39 PLACE,SUNNYSIDE,QUEENS,11104,10/12/10 0:00,Precinct 108,Queens North
1011,28,1,7,3,54,6,3020,26,,1B,32,N,85,46,1018437,238451,N,2036230001,17,BRONX District 8,D3,Noise - Residential,Loud Music/Party,875 BOYNTON AVENUE,BRONX,BRONX,10473,10/12/10 0:00,Precinct 43,Bronx
1011,348.01,8,8,43,245,8,9020,37,,2B,23,N,46,96,990875,150781,N,3072697501,47,BROOKLYN District 21,R0,Noise - Residential,Loud Talking,2955 SHELL ROAD,BROOKLYN,BROOKLYN,11224,10/12/10 0:00,Precinct 60,Brooklyn South
1012,185.01,1,10,31,207,11,1100,36,,4C,18,N,50,1,991367,191969,N,3020410001,35,BROOKLYN District 13,D6,Noise - Residential,Loud Music/Party,140 WASHINGTON WALK,BROOKLYN,BROOKLYN,11205,10/12/10 0:00,Precinct 88,Brooklyn North
1014,464,4,5,50,125,13,2810,44,,2C,11,N,24,90,1042501,199476,N,4098840023,24,QUEENS District 29,C0,Noise - Vehicle,Car/Truck Horn,86-33 AVA PLACE,JAMAICA,QUEENS,11432,10/12/10 0:00,Precinct 107,Queens South
1017,255,2,7,49,163,14,1021,42,,2C,12,N,34,56,1009797,211998,N,4012260047,26,QUEENS District 30,C0,Noise - Vehicle,Car/Truck Music,55-14 39 AVENUE,WOODSIDE,QUEENS,11377,10/12/10 0:00,Precinct 108,Queens North
1018,244,2,13,23,151,8,800,51,,8D,24,,62,91,918494,125543,,,51,STATEN ISLAND District 31,Un,Noise - Residential,Banging/Pounding,91 JOLINE AVENUE,STATEN ISLAND,STATEN ISLAND,10307,10/12/10 0:00,Precinct 123,Staten Island
1033,15,2,13,21,153,8,500,51,,1D,23,N,61,10,963305,167489,N,5004940006,49,STATEN ISLAND District 31,S2,Noise - Commercial,Loud Music/Party,643 BAY STREET,STATEN ISLAND,STATEN ISLAND,10304,10/12/10 0:00,Precinct 120,Staten Island
2000,102,9,14,9,23,3,4800,13,,,26,,75,127,991072,216545,,,3,MANHATTAN District 2,Un,Noise - Vehicle,Car/Truck Music,,NEW YORK,MANHATTAN,10022,10/12/10 0:00,Precinct 18,Manhattan South
2000,103,1,14,49,312,14,120,41,,1D,12,N,36,21,1007748,224126,N,4008800145,22,QUEENS District 30,B1,Noise - Vehicle,Engine Idling,21-17 21 STREET,ASTORIA,QUEENS,11105,10/12/10 0:00,Precinct 114,Queens North
2000,1208,7,10,39,107,15,6410,33,,3C,19,N,40,37,1021463,183506,N,3042719001,42,BROOKLYN District 19,D1,Noise - Residential,Banging/Pounding,765 LINCOLN AVENUE,BROOKLYN,BROOKLYN,11208,10/12/10 0:00,Precinct 75,Brooklyn North
2000,121.01,1,16,26,31,6,2900,22,,1A,32,,85,49,1015516,240667,,,17,BRONX District 12,Un,Noise - Commercial,Loud Music/Party,1281 WESTCHESTER AVENUE,BRONX,BRONX,10459,10/12/10 0:00,Precinct 42,Bronx
2000,1367,6,9,53,326,14,2140,43,,5D,16,N,24,14,1051614,210030,N,4076320002,23,QUEENS District 26,C6,Noise - Residential,Loud Television,68-61 218 STREET,OAKLAND GARDENS,QUEENS,11364,10/12/10 0:00,Precinct 111,Queens North
2000,142,5,13,42,242,8,7910,31,,2E,22,N,46,24,977195,166136,N,3060270104,43,BROOKLYN District 20,S2,Noise - Street/Sidewalk,Loud Talking,8415 5 AVENUE,BROOKLYN,BROOKLYN,11209,10/12/10 0:00,Precinct 68,Brooklyn South
2000,151,3,8,9,35,3,3900,15,,1B,29,N,67,16,988106,220731,N,1011540101,6,MANHATTAN District 3,D3,Noise - Residential,Loud Music/Party,60 AMSTERDAM AVENUE,NEW YORK,MANHATTAN,10023,10/12/10 0:00,Precinct 20,Manhattan North
2000,177,5,15,11,22,3,3220,16,,4A,30,,69,13,992662,227091,,,6,MANHATTAN District 3,Un,Noise - Vehicle,Engine Idling, COLUMBUS AVENUE,NEW YORK,MANHATTAN,10025,10/12/10 0:00,Precinct 24,Manhattan North
2000,198,1,7,20,50,7,1320,26,,1E,34,N,82,31,1027468,245163,N,2039800133,13,BRONX District 11,C0,Noise - Residential,Loud Music/Party,1403 OVERING STREET,BRONX,BRONX,10461,10/12/10 0:00,Precinct 45,Bronx
2000,214,10,15,16,59,6,800,11,,4B,30,N,70,43,1002067,236396,N,1017370025,9,MANHATTAN District 5,D3,Noise - Residential,Banging/Pounding,2300 5 AVENUE,NEW YORK,MANHATTAN,10037,10/12/10 0:00,Precinct 32,Manhattan North
2000,223.01,7,15,16,80,6,900,17,,2A,31,N,70,80,996156,238588,N,1020020101,7,MANHATTAN District 6,D1,Noise - Residential,Banging/Pounding,587 RIVERSIDE DRIVE,NEW YORK,MANHATTAN,10031,10/12/10 0:00,Precinct 30,Manhattan North
2000,237,7,15,13,34,7,610,17,,3A,30,N,71,12,999407,241673,N,1020830045,7,MANHATTAN District 6,C6,Noise - Residential,Loud Music/Party,522 WEST 152 STREET,NEW YORK,MANHATTAN,10031,10/12/10 0:00,Precinct 30,Manhattan North
2000,237.01,2,16,19,33,7,1600,25,,2A,33,N,86,49,1011892,252324,N,2031640037,14,BRONX District 10,C1,Noise - Vehicle,Car/Truck Music,2350 CRESTON AVENUE,BRONX,BRONX,10468,10/12/10 0:00,Precinct 46,Bronx
2000,249,2,12,46,292,14,920,41,,1C,12,N,30,41,1010115,210035,N,4013330065,26,QUEENS District 30,C2,Noise - Residential,Loud Music/Party,58-38 43 AVENUE,WOODSIDE,QUEENS,11377,10/12/10 0:00,Precinct 108,Queens North
2000,273,7,15,13,93,7,222,17,,2B,31,N,71,64,1001618,249324,N,1021800082,7,MANHATTAN District 6,D4,Noise - Residential,Banging/Pounding,20 COLONEL ROBERT MAGAW PLACE,NEW YORK,MANHATTAN,10033,10/12/10 0:00,Precinct 34,Manhattan North
2000,29,1,12,4,9,1,7700,15,,1A,25,N,64,19,984608,199874,N,1001640028,1,MANHATTAN District 2,C7,Noise - Residential,Loud Music/Party,45 MOTT STREET,NEW YORK,MANHATTAN,10013,10/12/10 0:00,Precinct 5,Manhattan South
2000,293,7,15,13,36,7,110,17,,4A,31,N,72,59,1006237,254210,N,1022220035,10,MANHATTAN District 6,D1,Noise - Residential,Banging/Pounding,110 POST AVENUE,NEW YORK,MANHATTAN,10034,10/12/10 0:00,Precinct 34,Manhattan North
2000,325,6,11,38,280,15,2900,32,,1A,20,N,57,16,996071,182885,N,3012800022,35,BROOKLYN District 17,C1,Noise - Residential,Loud Music/Party,1030 PRESIDENT STREET,BROOKLYN,BROOKLYN,11225,10/12/10 0:00,Precinct 71,Brooklyn South
2000,33,1,8,1,1,1,7700,15,,,25,,66,5,983164,201607,,,1,MANHATTAN District 2,Un,Noise - Street/Sidewalk,Loud Talking,,NEW YORK,MANHATTAN,10013,10/12/10 0:00,Precinct 1,Manhattan South
2000,362,8,8,43,245,8,9110,37,,2A,27,N,46,47,994343,149966,N,3086740088,48,BROOKLYN District 21,C0,Noise - Residential,Loud Music/Party,3035 BRIGHTON 4 STREET,BROOKLYN,BROOKLYN,11235,10/12/10 0:00,Precinct 60,Brooklyn South
2000,381,4,10,37,222,15,3000,32,,5B,18,N,55,15,1005310,187667,N,3016880001,41,BROOKLYN District 16,D3,Noise - Residential,Banging/Pounding,322 BAINBRIDGE STREET,BROOKLYN,BROOKLYN,11233,10/12/10 0:00,Precinct 81,Brooklyn North
2000,385,2,16,18,48,7,1000,21,,1B,33,N,78,11,1014170,251440,N,2030530086,15,BRONX District 10,S0,Noise - Vehicle,Engine Idling,2364 WASHINGTON AVENUE,BRONX,BRONX,10458,10/12/10 0:00,Precinct 48,Bronx
2000,406,1,17,15,63,7,610,24,,3D,36,N,83,51,1023538,263671,N,2048420058,12,BRONX District 11,C2,Noise - Residential,Banging/Pounding,728 EAST 229 STREET,BRONX,BRONX,10466,10/12/10 0:00,Precinct 47,Bronx
2000,413,2,17,27,37,7,420,21,,2A,33,N,78,36,1016070,258141,N,2033110112,11,BRONX District 10,D1,Noise - Residential,Banging/Pounding,178 EAST 205 STREET,BRONX,BRONX,10458,10/12/10 0:00,Precinct 52,Bronx
2000,560,8,9,33,276,15,8710,37,,2C,27,N,45,54,997447,159676,N,3068250033,48,BROOKLYN District 22,D1,Noise - Residential,Banging/Pounding,2330 OCEAN AVENUE,BROOKLYN,BROOKLYN,11229,10/12/10 0:00,Precinct 61,Brooklyn South
2000,74,5,12,40,114,8,7700,31,,4C,23,N,51,66,979427,173115,N,3008550003,38,BROOKLYN District 20,S9,Noise - Commercial,Loud Music/Party,5817 4 AVENUE,BROOKLYN,BROOKLYN,11220,10/12/10 0:00,Precinct 72,Brooklyn South
2000,782,6,11,41,157,15,7410,35,,4A,21,N,58,8,999429,171826,N,3049810001,45,BROOKLYN District 22,D1,Noise - Residential,Banging/Pounding,1409 NEW YORK AVENUE,BROOKLYN,BROOKLYN,11210,10/12/10 0:00,Precinct 67,Brooklyn South
2000,871,6,5,52,129,14,1200,43,,1E,16,N,22,13,1030501,215684,N,4050370008,20,QUEENS District 25,D1,Noise - Residential,Loud Music/Party,133-40 ROOSEVELT AVENUE,FLUSHING,QUEENS,11354,10/12/10 0:00,Precinct 109,Queens North
2000,95,3,8,7,24,1,5200,15,,1H,26,N,75,50,985772,211989,N,1007790001,3,MANHATTAN District 2,C4,Noise - Residential,Loud Music/Party,259 WEST 29 STREET,NEW YORK,MANHATTAN,10001,10/12/10 0:00,Precinct 14,Manhattan South
2001,106.02,6,14,10,16,3,4900,13,,1B,26,N,65,2,995243,216849,N,1014570046,5,MANHATTAN District 2,C7,Noise - Street/Sidewalk,Loud Talking,1142 1 AVENUE,NEW YORK,MANHATTAN,10065,10/12/10 0:00,Precinct 19,Manhattan North
2001,1168,7,12,44,332,15,3820,34,,1E,17,N,54,61,1016320,187056,N,3039410021,37,BROOKLYN District 19,S5,Noise - Street/Sidewalk,Loud Music/Party,2989 FULTON STREET,BROOKLYN,BROOKLYN,11208,10/12/10 0:00,Precinct 75,Brooklyn North
2001,131,1,11,31,226,11,4200,38,,3D,18,N,52,54,989988,186335,N,3009460047,33,BROOKLYN District 13,C7,Noise - Residential,Loud Music/Party,152 5 AVENUE,BROOKLYN,BROOKLYN,11217,10/12/10 0:00,Precinct 78,Brooklyn South
2001,152,6,14,10,43,3,3300,12,,5B,28,N,73,116,999380,224310,N,1015730001,4,MANHATTAN District 2,D3,Noise - Residential,Loud Music/Party,1830 1 AVENUE,NEW YORK,MANHATTAN,10128,10/12/10 0:00,Precinct 19,Manhattan North
2001,158.01,6,14,10,43,3,2820,12,,5A,28,,73,109,997257,224546,,,5,MANHATTAN District 2,Un,Noise - Vehicle,Car/Truck Horn, LEXINGTON AVENUE,NEW YORK,MANHATTAN,10128,10/12/10 0:00,Precinct 19,Manhattan North
2001,176,3,6,50,126,13,3220,45,,3E,10,N,31,58,1036519,186817,N,4116720005,28,QUEENS District 27,A0,Noise - Vehicle,Car/Truck Music,128-10 115 AVENUE,SOUTH OZONE PARK,QUEENS,11420,10/12/10 0:00,Precinct 106,Queens South
2001,218,1,7,20,90,7,1310,26,,2B,32,N,76,17,1021039,244033,N,2038990016,18,BRONX District 12,C1,Noise - Residential,Loud Music/Party,1444 BEACH AVENUE,BRONX,BRONX,10460,10/12/10 0:00,Precinct 43,Bronx
2001,218,1,7,20,90,7,1310,26,,2B,32,N,76,17,1021039,244033,N,2038990016,18,BRONX District 12,C1,Noise - Residential,Loud Television,1444 BEACH AVENUE,BRONX,BRONX,10460,10/12/10 0:00,Precinct 43,Bronx
2001,22.01,2,12,4,18,1,7600,14,,2A,25,N,64,83,988513,201568,N,1003440147,1,MANHATTAN District 1,C4,Noise - Street/Sidewalk,Loud Talking,40 CLINTON STREET,NEW YORK,MANHATTAN,10002,10/12/10 0:00,Precinct 7,Manhattan South
2001,221,2,16,17,44,6,2220,25,,3A,28,N,84,5,1007223,244441,N,2028390041,16,BRONX District 9,D1,Noise - Residential,Banging/Pounding,108 CLARKE PLACE,BRONX,BRONX,10452,10/12/10 0:00,Precinct 44,Bronx
2001,221,2,16,17,44,6,2220,25,,3A,28,N,84,5,1007223,244441,N,2028390041,16,BRONX District 9,D1,Noise - Residential,Banging/Pounding,108 CLARKE PLACE EAST,BRONX,BRONX,10452,10/12/10 0:00,Precinct 44,Bronx
2001,234,10,15,16,69,6,800,11,,4A,30,,71,5,1000969,239323,,,7,MANHATTAN District 5,Un,Noise - Residential,Loud Music/Party, WEST 147 STREET,NEW YORK,MANHATTAN,10039,10/12/10 0:00,Precinct 32,Manhattan North
2001,235,2,10,57,230,11,1410,36,,1A,17,N,57,87,995845,190883,N,3019260077,35,BROOKLYN District 13,S2,Noise - Commercial,Loud Music/Party,471 DEKALB AVENUE,BROOKLYN,BROOKLYN,11205,10/12/10 0:00,Precinct 79,Brooklyn North
2001,247,2,10,38,132,15,2800,32,,,18,,56,32,998234,186890,,,36,BROOKLYN District 13,Un,Noise - Commercial,Loud Music/Party,,BROOKLYN,BROOKLYN,11216,10/12/10 0:00,Precinct 79,Brooklyn North
2001,28,2,12,4,11,1,6300,14,,4A,25,N,74,26,990024,203705,N,1003920037,2,MANHATTAN District 1,C7,Noise - Commercial,Loud Music/Party,649 EAST 9 STREET,NEW YORK,MANHATTAN,10009,10/12/10 0:00,Precinct 9,Manhattan South
2001,295,7,15,13,95,7,120,17,,4B,31,,71,81,1004257,254744,,,7,MANHATTAN District 6,Un,Noise - Commercial,Loud Music/Party, DYCKMAN STREET,NEW YORK,MANHATTAN,10034,10/12/10 0:00,Precinct 34,Manhattan North
2001,300,5,8,43,161,8,8620,37,,5D,23,N,47,43,986531,157123,N,3068630006,47,BROOKLYN District 21,C1,Noise - Residential,Banging/Pounding,2349 BENSON AVENUE,BROOKLYN,BROOKLYN,11214,10/12/10 0:00,Precinct 62,Brooklyn South
2001,303,7,15,13,95,7,110,17,,4B,31,N,71,84,1005981,255541,N,1022420065,7,MANHATTAN District 6,C7,Noise - Residential,Banging/Pounding,623 WEST 207 STREET,NEW YORK,MANHATTAN,10034,10/12/10 0:00,Precinct 34,Manhattan North
2001,34,2,14,4,11,1,6200,14,,4A,25,N,74,24,989438,204588,N,1004040009,2,MANHATTAN District 1,S3,Noise - Commercial,Loud Music/Party,510 EAST 11 STREET,NEW YORK,MANHATTAN,10009,10/12/10 0:00,Precinct 9,Manhattan South
2001,36,1,7,3,96,6,3020,26,,4C,32,N,85,19,1021616,239281,N,2036370001,18,BRONX District 8,D3,Noise - Residential,Loud Music/Party,1790 STORY AVENUE,BRONX,BRONX,10473,10/12/10 0:00,Precinct 43,Bronx
2001,371,2,16,18,38,7,1900,25,,2A,33,N,79,18,1015190,247275,N,2031060008,15,BRONX District 12,C1,Noise - Residential,Loud Television,2000 PROSPECT AVENUE,BRONX,BRONX,10457,10/12/10 0:00,Precinct 48,Bronx
2001,423,3,12,28,218,11,3200,34,,,17,,53,71,1004328,194956,,,34,BROOKLYN District 32,Un,Noise - Vehicle,Car/Truck Horn,,BROOKLYN,BROOKLYN,11206,10/12/10 0:00,Precinct 83,Brooklyn North
2001,425,2,17,27,37,7,420,21,,3B,33,N,80,79,1018006,257622,N,2033410016,11,BRONX District 10,C1,Noise - Street/Sidewalk,Loud Talking,3149 PERRY AVENUE,BRONX,BRONX,10467,10/12/10 0:00,Precinct 52,Bronx
2001,427,3,12,28,218,11,2200,34,,1A,17,N,53,71,1004579,195298,N,3031740037,34,BROOKLYN District 32,C2,Noise - Vehicle,Car/Truck Horn,247 TROUTMAN STREET,BROOKLYN,BROOKLYN,11237,10/12/10 0:00,Precinct 83,Brooklyn North
2001,429.02,2,17,27,37,7,410,21,,3B,33,N,81,3,1018517,258459,N,2033470010,11,BRONX District 10,D1,Noise - Residential,Banging/Pounding,3260 PERRY AVENUE,BRONX,BRONX,10467,10/12/10 0:00,Precinct 52,Bronx
2001,430,5,8,42,330,8,8521,37,,6E,27,N,47,69,988775,161603,N,3065970003,44,BROOKLYN District 20,S1,Noise - Commercial,Loud Music/Party,38 AVENUE O,BROOKLYN,BROOKLYN,11204,10/12/10 0:00,Precinct 62,Brooklyn South
2001,431,2,17,15,39,7,410,21,,3B,33,N,81,8,1018785,259712,N,2033560003,11,BRONX District 10,D7,Noise - Residential,Banging/Pounding,275 EAST GUNHILL ROAD,BRONX,BRONX,10467,10/12/10 0:00,Precinct 52,Bronx
2001,446.02,4,6,50,125,13,2810,44,,1D,14,N,29,2,1039948,197559,N,4098130032,24,QUEENS District 28,K9,Noise - Commercial,Loud Music/Party,163-08 HILLSIDE AVENUE,JAMAICA,QUEENS,11432,10/12/10 0:00,Precinct 103,Queens South
2001,47,1,14,45,260,14,710,41,,6D,12,N,37,11,1001955,216392,N,4003350002,26,QUEENS District 30,D1,Noise - Residential,Banging/Pounding,35-51 21 STREET,ASTORIA,QUEENS,11106,10/12/10 0:00,Precinct 114,Queens North
2001,47,2,8,2,8,1,6800,15,,,25,,66,16,983524,203370,,,3,MANHATTAN District 2,Un,Noise - Park,Loud Music/Party,,NEW YORK,MANHATTAN,10012,10/12/10 0:00,Precinct 1,Manhattan South
2001,47,2,8,2,8,1,6800,15,,,25,,66,16,983524,203370,,,3,MANHATTAN District 2,Un,Noise - Street/Sidewalk,Loud Music/Party,,NEW YORK,MANHATTAN,10012,10/12/10 0:00,Precinct 1,Manhattan South
2001,67,2,16,14,55,6,3900,23,,,32,,84,45,1007444,237864,,,17,BRONX District 7,Un,Noise - Residential,Loud Music/Party,,BRONX,BRONX,10455,10/12/10 0:00,Precinct 40,Bronx
2001,80,5,12,40,201,8,6600,39,,3D,18,N,51,30,981838,174881,N,3007650036,38,BROOKLYN District 15,Un,Noise - Residential,Banging/Pounding,4706 5 AVENUE,BROOKLYN,BROOKLYN,11220,10/12/10 0:00,Precinct 72,Brooklyn South
2001,863,6,5,52,273,14,1310,43,,3C,16,N,22,35,1034080,215858,N,4050510001,20,QUEENS District 25,D4,Noise - Residential,Banging/Pounding,144-07 SANFORD AVENUE,FLUSHING,QUEENS,11355,10/12/10 0:00,Precinct 109,Queens North
2001,864,3,9,51,308,13,3611,45,,2C,15,,23,19,1029165,186703,,,32,QUEENS District 27,Un,Noise - Residential,Loud Music/Party,113-07 101 STREET,OZONE PARK,QUEENS,11417,10/12/10 0:00,Precinct 106,Queens South
2001,896,4,11,44,231,15,5820,33,,1A,19,N,40,36,1008619,178758,N,3036100007,42,BROOKLYN District 23,C1,Noise - Residential,Loud Music/Party,45 LOTT AVENUE,BROOKLYN,BROOKLYN,11212,10/12/10 0:00,Precinct 73,Brooklyn North
2002,1184,7,12,39,236,15,3900,34,,2C,17,N,54,80,1020277,188292,N,3041490013,37,BROOKLYN District 19,A9,Noise - Street/Sidewalk,Loud Talking,273 AUTUMN AVENUE,BROOKLYN,BROOKLYN,11208,10/12/10 0:00,Precinct 75,Brooklyn North
2002,128,4,6,51,143,13,2600,45,,3D,15,N,27,71,1028797,192758,N,4092040052,30,QUEENS District 27,M1,Noise - House of Worship,Loud Music/Party,108-07 JAMAICA AVENUE,RICHMOND HILL,QUEENS,11418,10/12/10 0:00,Precinct 102,Queens South
2002,151,1,16,26,19,6,2700,22,,1A,36,N,79,74,1012601,242367,N,2029690001,16,BRONX District 12,W1,Noise - Residential,Loud Music/Party,750 JENNINGS STREET,BRONX,BRONX,10459,10/12/10 0:00,Precinct 42,Bronx
2002,237.01,2,16,19,33,7,1600,25,,2A,33,N,86,49,1011741,252002,N,2031720032,14,BRONX District 10,D1,Noise - Residential,Loud Music/Party,2315 CRESTON AVENUE,BRONX,BRONX,10468,10/12/10 0:00,Precinct 46,Bronx
2002,445,3,12,28,124,11,2200,34,,1A,17,N,53,74,1006293,196170,N,3032210031,34,BROOKLYN District 32,L9,Noise - Residential,Loud Music/Party,70 WYCKOFF AVENUE,BROOKLYN,BROOKLYN,11237,10/12/10 0:00,Precinct 83,Brooklyn North
2002,53,1,14,45,260,14,710,41,,3E,12,N,36,68,1003858,217126,N,4005650027,22,QUEENS District 30,C1,Noise - Residential,Loud Television,33-10 CRESCENT STREET,ASTORIA,QUEENS,11106,10/12/10 0:00,Precinct 114,Queens North
2002,65,2,16,14,17,6,3800,23,,1A,28,,84,36,1006119,236267,,,17,BRONX District 7,Un,Noise - Residential,Loud Music/Party,341 EAST EAST 146 STREET,BRONX,BRONX,10451,10/12/10 0:00,Precinct 40,Bronx
2002,67,2,16,14,41,6,3900,23,,1B,28,,84,49,1007115,237714,,,17,BRONX District 7,Un,Noise - Residential,Loud Music/Party, EAST 153 STREET,BRONX,BRONX,10455,10/12/10 0:00,Precinct 40,Bronx
2002,82,9,14,8,65,3,5200,15,,2B,26,N,75,62,988815,212115,N,1008650007,3,MANHATTAN District 2,D4,Noise - Residential,Banging/Pounding,7 EAST 35 STREET,NEW YORK,MANHATTAN,10016,10/12/10 0:00,Unspecified,Unspecified
2002,95,3,8,7,24,1,5200,15,,1H,29,,75,38,986027,211402,,,3,MANHATTAN District 2,Un,Noise - Vehicle,Engine Idling, 7 AVENUE,NEW YORK,MANHATTAN,10001,10/12/10 0:00,Precinct 10,Manhattan South
2002,96.02,2,13,21,81,8,910,51,,,24,,60,28,957796,153854,,,50,STATEN ISLAND District 31,Un,Noise - Street/Sidewalk,Loud Talking,,STATEN ISLAND,STATEN ISLAND,10305,10/12/10 0:00,Precinct 122,Staten Island
2003,113,3,14,7,26,1,5200,15,,1H,29,N,75,81,986634,214349,N,1007880008,3,MANHATTAN District 2,L1,Noise - Residential,Loud Music/Party,584 8 AVENUE,NEW YORK,MANHATTAN,10018,10/12/10 0:00,Precinct 14,Manhattan South
2003,237.01,2,16,19,33,7,1600,25,,2A,33,N,86,49,1012046,251954,N,2031640024,14,BRONX District 10,H6,Noise - Street/Sidewalk,Loud Talking,2327 GRAND CONCOURSE,BRONX,BRONX,10468,10/12/10 0:00,Precinct 46,Bronx
2003,361,4,11,44,176,15,5020,32,,1B,19,N,55,70,1006097,183000,N,3014750051,41,BROOKLYN District 17,C1,Noise - Street/Sidewalk,Loud Talking,1438 EASTERN PARKWAY,BROOKLYN,BROOKLYN,11233,10/12/10 0:00,Precinct 73,Brooklyn North
2003,490,5,11,41,250,15,7000,35,,5D,21,N,44,56,991383,171373,N,3053890067,39,BROOKLYN District 20,D1,Noise - Residential,Banging/Pounding,623 EAST 5 STREET,BROOKLYN,BROOKLYN,11218,10/12/10 0:00,Precinct 66,Brooklyn South
2004,131,3,8,9,4,3,4700,15,,2A,26,,75,100,988505,217072,,,3,MANHATTAN District 2,Un,Noise - Street/Sidewalk,Loud Talking, WEST 51 STREET,NEW YORK,MANHATTAN,10019,10/12/10 0:00,Precinct 18,Manhattan South
2004,154,3,6,50,270,13,3210,45,,4E,10,N,25,69,1032685,191266,N,4094600001,28,QUEENS District 28,C1,Noise - Residential,Loud Music/Party,120-08 97 AVENUE,SOUTH RICHMOND HILL,QUEENS,11419,10/12/10 0:00,Precinct 102,Queens South
2004,1579.01,4,5,53,251,14,2170,43,,1C,11,N,24,34,1065986,211600,N,4087040109,23,QUEENS District 26,A2,Noise - Vehicle,Engine Idling,79-53 267 STREET,GLEN OAKS,QUEENS,11004,10/12/10 0:00,Precinct 105,Queens South
2004,23,1,10,32,118,11,1000,36,,,18,,57,102,989165,193397,,,35,BROOKLYN District 13,Un,Noise - Commercial,Loud Music/Party,,BROOKLYN,BROOKLYN,11201,10/12/10 0:00,Precinct 84,Brooklyn North
2004,327,6,11,38,249,15,4800,32,,2A,20,N,57,1,996162,180493,N,3013180057,40,BROOKLYN District 17,C1,Noise - Residential,Banging/Pounding,1798 BEDFORD AVENUE,BROOKLYN,BROOKLYN,11225,10/12/10 0:00,Precinct 71,Brooklyn South
2004,374,1,17,27,32,7,810,24,,1D,36,N,80,73,1021274,257092,N,2045970021,12,BRONX District 11,D4,Noise - Residential,Loud Talking,3230 CRUGER AVENUE,BRONX,BRONX,10467,10/12/10 0:00,Precinct 47,Bronx
2004,374,1,17,27,32,7,810,24,,1D,36,N,80,73,1021410,256789,N,2045970003,12,BRONX District 11,S5,Noise - Commercial,Loud Music/Party,731 BURKE AVENUE,BRONX,BRONX,10467,10/12/10 0:00,Precinct 47,Bronx
2004,437,2,5,46,324,14,1500,42,,3D,13,N,35,31,1023927,208030,N,4019490090,25,QUEENS District 24,D4,Noise - Residential,Loud Music/Party,59-21 CALLOWAY STREET,CORONA,QUEENS,11368,10/12/10 0:00,Precinct 110,Queens North
